            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2453917.500000000, A.D. 2006-Jul-01 00:00:00.0000, -5.383028619662220E+08, -6.041899022073143E+08,  1.455390245152751E+07,  9.602540581478316E+00, -8.084354192846002E+00, -1.812799724658678E-01,  2.699659383779885E+03,  8.093375224261371E+08, -3.548930218214964E-01,
2453918.500000000, A.D. 2006-Jul-02 00:00:00.0000, -5.374727197696946E+08, -6.048877278274958E+08,  1.453822953639495E+07,  9.612925527548867E+00, -8.069885839421476E+00, -1.815633669058778E-01,  2.699556804569545E+03,  8.093067699525292E+08, -3.557982456030165E-01,
2453919.500000000, A.D. 2006-Jul-03 00:00:00.0000, -5.366416231370549E+08, -6.055844445482104E+08,  1.452252770269978E+07,  9.625675390943414E+00, -8.056629575460409E+00, -1.818577587388983E-01,  2.699454189306729E+03,  8.092760066706618E+08, -3.573682540391128E-01,
2453920.500000000, A.D. 2006-Jul-04 00:00:00.0000, -5.358095859146613E+08, -6.062799114886754E+08,  1.450680206098711E+07,  9.634476482533406E+00, -8.043592229253111E+00, -1.822126307007026E-01,  2.699351217068247E+03,  8.092451363701814E+08, -3.561588193999817E-01,
2453921.500000000, A.D. 2006-Jul-05 00:00:00.0000, -5.349766183153977E+08, -6.069743736347178E+08,  1.449104396984980E+07,  9.646858846125243E+00, -8.030954224577576E+00, -1.825292581965074E-01,  2.699248521705427E+03,  8.092143490749364E+08, -3.570198088436921E-01,
2453922.500000000, A.D. 2006-Jul-06 00:00:00.0000, -5.341426850175192E+08, -6.076677492689331E+08,  1.447525636961874E+07,  9.658260014416864E+00, -8.019951424820031E+00, -1.829285342198737E-01,  2.699145821914908E+03,  8.091835604523005E+08, -3.560020947540494E-01,
2453923.500000000, A.D. 2006-Jul-07 00:00:00.0000, -5.333076038849205E+08, -6.083600441511587E+08,  1.445944138478366E+07,  9.670983492421360E+00, -8.004940750902570E+00, -1.831612640802533E-01,  2.699042732489947E+03,  8.091526550201977E+08, -3.588585326486289E-01,
2453924.500000000, A.D. 2006-Jul-08 00:00:00.0000, -5.324715723579282E+08, -6.090511596041361E+08,  1.444360019674459E+07,  9.682746678595926E+00, -7.993013854270822E+00, -1.835119481881065E-01,  2.698939441708765E+03,  8.091216892230183E+08, -3.587637917723074E-01,
2453925.500000000, A.D. 2006-Jul-09 00:00:00.0000, -5.316344728425527E+08, -6.097410990035964E+08,  1.442773469085184E+07,  9.693577027176877E+00, -7.978418988464129E+00, -1.837832081518123E-01,  2.698835700157882E+03,  8.090905882884822E+08, -3.600602083985120E-01,
2453926.500000000, A.D. 2006-Jul-10 00:00:00.0000, -5.307964177520081E+08, -6.104299262164645E+08,  1.441184043180662E+07,  9.706416816303534E+00, -7.965578675536356E+00, -1.840917245420584E-01,  2.698731915288504E+03,  8.090594743673881E+08, -3.613538706906305E-01,
2453927.500000000, A.D. 2006-Jul-11 00:00:00.0000, -5.299573765322466E+08, -6.111174995373768E+08,  1.439592310514033E+07,  9.715500333636147E+00, -7.951864962491966E+00, -1.844191794515844E-01,  2.698627664058789E+03,  8.090282206349827E+08, -3.608429382999543E-01,
2453928.500000000, A.D. 2006-Jul-12 00:00:00.0000, -5.291174128446357E+08, -6.118040448128232E+08,  1.437997398196653E+07,  9.728066057562117E+00, -7.939325854233962E+00, -1.847369433679655E-01,  2.698523654074086E+03,  8.089970392260120E+08, -3.617244216007657E-01,
2453929.500000000, A.D. 2006-Jul-13 00:00:00.0000, -5.282764658548955E+08, -6.124894718436311E+08,  1.436399672985992E+07,  9.739190456432210E+00, -7.927821975584147E+00, -1.851230352490467E-01,  2.698419526128516E+03,  8.089658224532629E+08, -3.608764653412452E-01,
2453930.500000000, A.D. 2006-Jul-14 00:00:00.0000, -5.274343754082121E+08, -6.131738163478198E+08,  1.434799194670710E+07,  9.752439134629949E+00, -7.912687957791385E+00, -1.853459420670656E-01,  2.698315022990321E+03,  8.089344932005950E+08, -3.641554607844569E-01,
2453931.500000000, A.D. 2006-Jul-15 00:00:00.0000, -5.265913233198832E+08, -6.138569271854576E+08,  1.433196286991987E+07,  9.763766564607634E+00, -7.900290643878022E+00, -1.856882547784640E-01,  2.698210159782629E+03,  8.089030560018071E+08, -3.641077781913943E-01,
2453932.500000000, A.D. 2006-Jul-16 00:00:00.0000, -5.257472086567650E+08, -6.145388413761721E+08,  1.431591002110553E+07,  9.774790590977648E+00, -7.885089701409647E+00, -1.859355028442549E-01,  2.698104811088006E+03,  8.088714732576989E+08, -3.659874589168136E-01,
2453933.500000000, A.D. 2006-Jul-17 00:00:00.0000, -5.249021693283205E+08, -6.152195931118712E+08,  1.429982970212483E+07,  9.787118124311146E+00, -7.872193200270769E+00, -1.862507440656107E-01,  2.697999362918375E+03,  8.088398606917336E+08, -3.669643469635793E-01,
2453934.500000000, A.D. 2006-Jul-18 00:00:00.0000, -5.240561487694625E+08, -6.158990659507773E+08,  1.428372703694966E+07,  9.796000477651605E+00, -7.857628988762006E+00, -1.865515522388344E-01,  2.697893397424253E+03,  8.088080930357875E+08, -3.669752848689803E-01,
2453935.500000000, A.D. 2006-Jul-19 00:00:00.0000, -5.232092673517903E+08, -6.165774737451791E+08,  1.426759297600061E+07,  9.807997767071445E+00, -7.845224749644316E+00, -1.868818486190316E-01,  2.697787717099459E+03,  8.087764108714552E+08, -3.673608910392906E-01,
2453936.500000000, A.D. 2006-Jul-20 00:00:00.0000, -5.223614376745855E+08, -6.172547478022028E+08,  1.425143093976444E+07,  9.818323820260318E+00, -7.833405751648550E+00, -1.872670458596328E-01,  2.697681959082272E+03,  8.087447054155297E+08, -3.662165279448048E-01,
2453937.500000000, A.D. 2006-Jul-21 00:00:00.0000, -5.215125209325503E+08, -6.179309663459364E+08,  1.423523962969893E+07,  9.831568172267330E+00, -7.818736335574645E+00, -1.875065234052413E-01,  2.697576024535707E+03,  8.087129470374278E+08, -3.691245505342754E-01,
2453938.500000000, A.D. 2006-Jul-22 00:00:00.0000, -5.206626568854679E+08, -6.186059473829693E+08,  1.421902396971968E+07,  9.842236060487680E+00, -7.806368650383535E+00, -1.878591867504360E-01,  2.697469752094086E+03,  8.086810873609366E+08, -3.686124002335536E-01,
2453939.500000000, A.D. 2006-Jul-23 00:00:00.0000, -5.198117517235578E+08, -6.192797667074789E+08,  1.420278306518188E+07,  9.853478964981166E+00, -7.791321388353619E+00, -1.881069210409834E-01,  2.697363133765408E+03,  8.086491239901146E+08, -3.705168317621730E-01,
2453940.500000000, A.D. 2006-Jul-24 00:00:00.0000, -5.189599385774411E+08, -6.199524260409057E+08,  1.418651448963213E+07,  9.865445502672905E+00, -7.778900507855568E+00, -1.884436731185759E-01,  2.697256460052208E+03,  8.086171440154300E+08, -3.708752794187412E-01,
2453941.500000000, A.D. 2006-Jul-25 00:00:00.0000, -5.181071226028699E+08, -6.206238348886888E+08,  1.417022290288183E+07,  9.874691325003885E+00, -7.764031784241711E+00, -1.887279629883860E-01,  2.697149296738422E+03,  8.085850172621832E+08, -3.713636040101285E-01,
2453942.500000000, A.D. 2006-Jul-26 00:00:00.0000, -5.172534589648481E+08, -6.212941693883790E+08,  1.415390009561378E+07,  9.886608588885839E+00, -7.752018603372909E+00, -1.890726510917431E-01,  2.697042426052082E+03,  8.085529782364371E+08, -3.713728775524985E-01,
2453943.500000000, A.D. 2006-Jul-27 00:00:00.0000, -5.163988273010079E+08, -6.219633723416617E+08,  1.413754962174693E+07,  9.896875642057454E+00, -7.739870281049478E+00, -1.894460529738029E-01,  2.696935445087476E+03,  8.085209061500983E+08, -3.704263609144109E-01,
2453944.500000000, A.D. 2006-Jul-28 00:00:00.0000, -5.155431146203117E+08, -6.226315353610554E+08,  1.412116920447958E+07,  9.910630612095169E+00, -7.725566105480377E+00, -1.896923313947245E-01,  2.696828349575748E+03,  8.084887997233965E+08, -3.733570155010958E-01,
2453945.500000000, A.D. 2006-Jul-29 00:00:00.0000, -5.146864157661018E+08, -6.232984354676050E+08,  1.410476578260612E+07,  9.921196192062210E+00, -7.712726928149557E+00, -1.900313428057308E-01,  2.696720770735433E+03,  8.084565483984299E+08, -3.731241077575822E-01,
2453946.500000000, A.D. 2006-Jul-30 00:00:00.0000, -5.138286659893477E+08, -6.239641655853356E+08,  1.408833744514650E+07,  9.932981632028978E+00, -7.697381654589160E+00, -1.902611044346414E-01,  2.696612810396218E+03,  8.084241827029700E+08, -3.755959422333032E-01,
2453947.500000000, A.D. 2006-Jul-31 00:00:00.0000, -5.129700019490427E+08, -6.246286843073845E+08,  1.407188330007192E+07,  9.944622523532813E+00, -7.684697304903167E+00, -1.905946127651283E-01,  2.696504652520357E+03,  8.083917577875135E+08, -3.759225531902119E-01,
2453948.500000000, A.D. 2006-Aug-01 00:00:00.0000, -5.121103202894786E+08, -6.252919298876591E+08,  1.405540702014661E+07,  9.954184457740203E+00, -7.668985220027426E+00, -1.908458213516107E-01,  2.696395919326299E+03,  8.083591603960010E+08, -3.772684878226594E-01,
2453949.500000000, A.D. 2006-Aug-02 00:00:00.0000, -5.112498221549731E+08, -6.259540359405003E+08,  1.403890127709699E+07,  9.965559334560773E+00, -7.656772546336295E+00, -1.911920427337348E-01,  2.696287380194116E+03,  8.083266211827747E+08, -3.770590724555513E-01,
2453950.500000000, A.D. 2006-Aug-03 00:00:00.0000, -5.103883767144024E+08, -6.266149766728749E+08,  1.402236878468311E+07,  9.975323160941313E+00, -7.643899717967592E+00, -1.915463841386695E-01,  2.696178692405996E+03,  8.082940374036196E+08, -3.763393911270769E-01,
2453951.500000000, A.D. 2006-Aug-04 00:00:00.0000, -5.095259118482416E+08, -6.272748652878273E+08,  1.400580587095228E+07,  9.988821652699214E+00, -7.629890358437081E+00, -1.918076429270168E-01,  2.696069997704451E+03,  8.082614515518718E+08, -3.788519595422813E-01,
2453952.500000000, A.D. 2006-Aug-05 00:00:00.0000, -5.086624755145880E+08, -6.279334702107650E+08,  1.398922042585993E+07,  9.998715131984991E+00, -7.616613906167586E+00, -1.921413147327828E-01,  2.695960799382764E+03,  8.082287147186035E+08, -3.785219347923062E-01,
2453953.500000000, A.D. 2006-Aug-06 00:00:00.0000, -5.077980356061541E+08, -6.285909145763464E+08,  1.397260905664834E+07,  1.001045575487759E+01, -7.601420905790196E+00, -1.923759406246641E-01,  2.695851349271362E+03,  8.081959024006782E+08, -3.808403896811637E-01,
2453954.500000000, A.D. 2006-Aug-07 00:00:00.0000, -5.069327118252076E+08, -6.292471342719628E+08,  1.395597203830132E+07,  1.002134924785847E+01, -7.588890091873106E+00, -1.927247535107934E-01,  2.695741732600120E+03,  8.081630401493688E+08, -3.805569591039399E-01,
2453955.500000000, A.D. 2006-Aug-08 00:00:00.0000, -5.060663856118009E+08, -6.299021120959380E+08,  1.393931161208537E+07,  1.003113092654152E+01, -7.573083205409654E+00, -1.929685989776351E-01,  2.695631656625189E+03,  8.081300402022774E+08, -3.821252762525762E-01,
2453956.500000000, A.D. 2006-Aug-09 00:00:00.0000, -5.051992723962096E+08, -6.305559376822267E+08,  1.392262182839605E+07,  1.004196385615511E+01, -7.561239919969427E+00, -1.933346116953381E-01,  2.695521804180199E+03,  8.080971072677765E+08, -3.812658499776899E-01,
2453957.500000000, A.D. 2006-Aug-10 00:00:00.0000, -5.043312174666184E+08, -6.312086205913012E+08,  1.390590458044466E+07,  1.005163308705138E+01, -7.548212728135004E+00, -1.936825225007599E-01,  2.695411877352642E+03,  8.080641520339429E+08, -3.805994093009177E-01,
2453958.500000000, A.D. 2006-Aug-11 00:00:00.0000, -5.034621718576388E+08, -6.318602761700041E+08,  1.388915571956459E+07,  1.006522958642967E+01, -7.534952140968873E+00, -1.939687810557587E-01,  2.695302075890863E+03,  8.080312343838243E+08, -3.825588127788516E-01,
2453959.500000000, A.D. 2006-Aug-12 00:00:00.0000, -5.025921199423269E+08, -6.325106614091134E+08,  1.387238434869978E+07,  1.007515984657406E+01, -7.521398561694149E+00, -1.942924825548560E-01,  2.695191735745287E+03,  8.079981552403660E+08, -3.824593720401260E-01,
2453960.500000000, A.D. 2006-Aug-13 00:00:00.0000, -5.017210603120815E+08, -6.331599004988860E+08,  1.385558657157412E+07,  1.008744811589779E+01, -7.506429147028705E+00, -1.945268910589952E-01,  2.695081178954079E+03,  8.079650111481813E+08, -3.849306747260130E-01,
2453961.500000000, A.D. 2006-Aug-14 00:00:00.0000, -5.008490881253150E+08, -6.338078907601904E+08,  1.383876444733277E+07,  1.009819078626140E+01, -7.493680835112075E+00, -1.948705341812569E-01,  2.694970335353394E+03,  8.079317810726781E+08, -3.847012552094856E-01,
2453962.500000000, A.D. 2006-Aug-15 00:00:00.0000, -4.999760885727344E+08, -6.344546407188656E+08,  1.382191912817559E+07,  1.010869270548482E+01, -7.477449875831839E+00, -1.950901290901061E-01,  2.694858990144785E+03,  8.078984006189030E+08, -3.870516202968775E-01,
2453963.500000000, A.D. 2006-Aug-16 00:00:00.0000, -4.991022934678808E+08, -6.351001775016913E+08,  1.380504663074270E+07,  1.011919102946498E+01, -7.465279268741999E+00, -1.954505485607712E-01,  2.694747693066727E+03,  8.078650345943037E+08, -3.862148412716090E-01,
2453964.500000000, A.D. 2006-Aug-17 00:00:00.0000, -4.982275525417677E+08, -6.357445419582185E+08,  1.378814775083607E+07,  1.012888232551881E+01, -7.451469519957628E+00, -1.957700974251613E-01,  2.694636241178774E+03,  8.078316221588652E+08, -3.861652262887800E-01,
2453965.500000000, A.D. 2006-Aug-18 00:00:00.0000, -4.973518589771490E+08, -6.363878417581534E+08,  1.377121798450366E+07,  1.014221109741159E+01, -7.438339317231014E+00, -1.960662971394691E-01,  2.694524904039989E+03,  8.077982441243625E+08, -3.878182616449921E-01,
2453966.500000000, A.D. 2006-Aug-19 00:00:00.0000, -4.964751535072930E+08, -6.370298429229641E+08,  1.375426666639793E+07,  1.015185145048581E+01, -7.423994792679239E+00, -1.963675652820074E-01,  2.694412947040624E+03,  8.077646802603323E+08, -3.881534686293646E-01,
2453967.500000000, A.D. 2006-Aug-20 00:00:00.0000, -4.955974833611488E+08, -6.376706740039694E+08,  1.373728907114992E+07,  1.016402219810186E+01, -7.409033138097247E+00, -1.966041797659575E-01,  2.694300805683239E+03,  8.077310611271583E+08, -3.905278513466764E-01,
2453968.500000000, A.D. 2006-Aug-21 00:00:00.0000, -4.947189219608084E+08, -6.383102196647482E+08,  1.372028816190851E+07,  1.017399410030352E+01, -7.395906465421857E+00, -1.969451680510792E-01,  2.694188327287803E+03,  8.076973409525188E+08, -3.901051065249271E-01,
2453969.500000000, A.D. 2006-Aug-22 00:00:00.0000, -4.938393701890111E+08, -6.389485325952699E+08,  1.370326325157821E+07,  1.018459792843125E+01, -7.379576942842796E+00, -1.971596950933345E-01,  2.694075448180340E+03,  8.076635006474354E+08, -3.925982773169582E-01,
2453970.500000000, A.D. 2006-Aug-23 00:00:00.0000, -4.929590569348571E+08, -6.395855970887470E+08,  1.368621195507228E+07,  1.019422770054115E+01, -7.367372122072900E+00, -1.975308123195396E-01,  2.693962593751517E+03,  8.076296677408228E+08, -3.912377627433050E-01,
2453971.500000000, A.D. 2006-Aug-24 00:00:00.0000, -4.920778335327249E+08, -6.402215034036098E+08,  1.366913340068480E+07,  1.020369872461919E+01, -7.353392471872957E+00, -1.978449588386297E-01,  2.693849698930088E+03,  8.075958227248110E+08, -3.911837322796745E-01,
2453972.500000000, A.D. 2006-Aug-25 00:00:00.0000, -4.911957128033589E+08, -6.408563540471961E+08,  1.365202300737813E+07,  1.021652575218577E+01, -7.340996509626665E+00, -1.981734774539756E-01,  2.693737061625792E+03,  8.075620549104935E+08, -3.919139810190240E-01,
2453973.500000000, A.D. 2006-Aug-26 00:00:00.0000, -4.903125746130760E+08, -6.414899400154377E+08,  1.363489000294304E+07,  1.022613405095991E+01, -7.326501511413770E+00, -1.984692745169179E-01,  2.693623886774616E+03,  8.075281259436760E+08, -3.923469614652986E-01,
2453974.500000000, A.D. 2006-Aug-27 00:00:00.0000, -4.894284936172807E+08, -6.421223785112722E+08,  1.361772964850542E+07,  1.023845771745892E+01, -7.312137812697609E+00, -1.987238866724028E-01,  2.693510637070154E+03,  8.074941745364072E+08, -3.943208403636485E-01,
2453975.500000000, A.D. 2006-Aug-28 00:00:00.0000, -4.885434998105816E+08, -6.427535382975744E+08,  1.360054618638647E+07,  1.024825738444470E+01, -7.298906302180559E+00, -1.990624185036034E-01,  2.693397026152760E+03,  8.074601148402262E+08, -3.938634613636559E-01,
2453976.500000000, A.D. 2006-Aug-29 00:00:00.0000, -4.876575070700333E+08, -6.433834937150574E+08,  1.358333786947003E+07,  1.025957088752993E+01, -7.282753838716097E+00, -1.992730300763492E-01,  2.693283077982428E+03,  8.074259540381576E+08, -3.966431166787742E-01,
2453977.500000000, A.D. 2006-Aug-30 00:00:00.0000, -4.867707240128961E+08, -6.440121687180445E+08,  1.356610470291355E+07,  1.026898344331349E+01, -7.270297438668209E+00, -1.996387197111882E-01,  2.693169011292724E+03,  8.073917577048756E+08, -3.953332463510546E-01,
2453978.500000000, A.D. 2006-Aug-31 00:00:00.0000, -4.858830174386483E+08, -6.446396812321322E+08,  1.354884464574844E+07,  1.027886002530390E+01, -7.255887018409537E+00, -1.999307575159026E-01,  2.693054871354087E+03,  8.073575394121155E+08, -3.958588921167202E-01,
2453979.500000000, A.D. 2006-Sep-01 00:00:00.0000, -4.849944241102262E+08, -6.452661044062260E+08,  1.353155381604725E+07,  1.029146277820822E+01, -7.243639296307761E+00, -2.002685978384044E-01,  2.692940927753306E+03,  8.073233799799639E+08, -3.962936119028439E-01,
2453980.500000000, A.D. 2006-Sep-02 00:00:00.0000, -4.841047860593173E+08, -6.458912528529487E+08,  1.351424101933399E+07,  1.030132948566116E+01, -7.228406066344616E+00, -2.005359178027377E-01,  2.692826371587723E+03,  8.072890369055049E+08, -3.974645170675520E-01,
2453981.500000000, A.D. 2006-Sep-03 00:00:00.0000, -4.832142216526659E+08, -6.465152159685590E+08,  1.349690184373516E+07,  1.031363723837747E+01, -7.214017221233379E+00, -2.007909661172476E-01,  2.692711679339083E+03,  8.072546530343715E+08, -3.994208562474282E-01,
2453982.500000000, A.D. 2006-Sep-04 00:00:00.0000, -4.823227363841993E+08, -6.471378580204172E+08,  1.347954115991440E+07,  1.032305190027781E+01, -7.200029646013711E+00, -2.011083165587570E-01,  2.692596500307121E+03,  8.072201232292696E+08, -3.993232033344470E-01,
2453983.500000000, A.D. 2006-Sep-05 00:00:00.0000, -4.814302829410570E+08, -6.477592770086652E+08,  1.346215578035793E+07,  1.033452652681791E+01, -7.183743636159611E+00, -2.013126969518892E-01,  2.692481002437681E+03,  8.071854978390962E+08, -4.022960641013844E-01,
2453984.500000000, A.D. 2006-Sep-06 00:00:00.0000, -4.805370520218326E+08, -6.483793581791978E+08,  1.344474735503992E+07,  1.034314777767965E+01, -7.170700560420953E+00, -2.016693689266789E-01,  2.692365258295757E+03,  8.071507986182898E+08, -4.009695696515311E-01,
2453985.500000000, A.D. 2006-Sep-07 00:00:00.0000, -4.796429433172880E+08, -6.489982628646126E+08,  1.342731192399952E+07,  1.035281727381257E+01, -7.155961507849617E+00, -2.019509710382761E-01,  2.692249499842504E+03,  8.071160951070547E+08, -4.016284915685837E-01,
2453986.500000000, A.D. 2006-Sep-08 00:00:00.0000, -4.787480093538687E+08, -6.496160519341931E+08,  1.340984590897524E+07,  1.036449439430793E+01, -7.144020393106722E+00, -2.023120930817170E-01,  2.692133994942476E+03,  8.070814676091644E+08, -4.012280339925553E-01,
2453987.500000000, A.D. 2006-Sep-09 00:00:00.0000, -4.778520551561895E+08, -6.502325924753700E+08,  1.339235670675784E+07,  1.037425050073570E+01, -7.128577322205225E+00, -2.025728503484938E-01,  2.692018002370249E+03,  8.070466939108268E+08, -4.025003013145510E-01,
2453988.500000000, A.D. 2006-Sep-10 00:00:00.0000, -4.769552212870988E+08, -6.508479517266778E+08,  1.337484036464381E+07,  1.038617051120594E+01, -7.114759072436605E+00, -2.028526981561747E-01,  2.691901981628533E+03,  8.070119117674887E+08, -4.037425010436035E-01,
2453989.500000000, A.D. 2006-Sep-11 00:00:00.0000, -4.760574701578954E+08, -6.514620074842300E+08,  1.335730201057118E+07,  1.039527667603679E+01, -7.100624820821997E+00, -2.031670395212415E-01,  2.691785530732091E+03,  8.069770006670079E+08, -4.035747971214712E-01,
2453990.500000000, A.D. 2006-Sep-12 00:00:00.0000, -4.751587769885817E+08, -6.520748730435504E+08,  1.333973754366645E+07,  1.040704402358203E+01, -7.084921952776306E+00, -2.033868851630913E-01,  2.691668906402496E+03,  8.069420375725762E+08, -4.062396551870147E-01,
2453991.500000000, A.D. 2006-Sep-13 00:00:00.0000, -4.742592852006190E+08, -6.526863964694748E+08,  1.332215057364655E+07,  1.041537304314575E+01, -7.071683028842558E+00, -2.037400379320200E-01,  2.691551981517155E+03,  8.069069843737985E+08, -4.048921663347139E-01,
2453992.500000000, A.D. 2006-Sep-14 00:00:00.0000, -4.733589206977369E+08, -6.532967620015321E+08,  1.330453597119796E+07,  1.042542906878924E+01, -7.057004021633512E+00, -2.040161322450551E-01,  2.691435107077675E+03,  8.068719462983093E+08, -4.057227624779128E-01,
2453993.500000000, A.D. 2006-Sep-15 00:00:00.0000, -4.724577339894812E+08, -6.539059980993685E+08,  1.328689138425225E+07,  1.043675602187856E+01, -7.045313436201207E+00, -2.043904493674913E-01,  2.691318459542562E+03,  8.068369762470380E+08, -4.048762131552074E-01,
2453994.500000000, A.D. 2006-Sep-16 00:00:00.0000, -4.715555022541020E+08, -6.545140104081235E+08,  1.326922309255511E+07,  1.044710042996115E+01, -7.029575790739081E+00, -2.046326542668839E-01,  2.691201350208767E+03,  8.068018677520049E+08, -4.067258363452855E-01,
2453995.500000000, A.D. 2006-Sep-17 00:00:00.0000, -4.706523849779562E+08, -6.551208167350003E+08,  1.325152854952875E+07,  1.045904362947885E+01, -7.015902484028338E+00, -2.049181878999486E-01,  2.691084139933097E+03,  8.067667289953591E+08, -4.078323147509519E-01,
2453996.500000000, A.D. 2006-Sep-18 00:00:00.0000, -4.697483174478888E+08, -6.557263009736644E+08,  1.323381312387308E+07,  1.046828482842859E+01, -7.001052950201681E+00, -2.052049567452960E-01,  2.690966389356884E+03,  8.067314282606850E+08, -4.083146674016768E-01,
2453997.500000000, A.D. 2006-Sep-19 00:00:00.0000, -4.688433171995131E+08, -6.563305709696983E+08,  1.321607225449115E+07,  1.048034509254384E+01, -6.985368273952911E+00, -2.054223427314703E-01,  2.690848425567443E+03,  8.066960636062937E+08, -4.111138040619572E-01,
2453998.500000000, A.D. 2006-Sep-20 00:00:00.0000, -4.679374938824753E+08, -6.569334446770582E+08,  1.319831106565297E+07,  1.048834390272559E+01, -6.971216199887081E+00, -2.057489515913877E-01,  2.690729967832779E+03,  8.066605508708498E+08, -4.103086823148098E-01,
2453999.500000000, A.D. 2006-Sep-21 00:00:00.0000, -4.670308273091059E+08, -6.575351244095324E+08,  1.318052305420396E+07,  1.049841420856025E+01, -6.956141356784512E+00, -2.060102099744849E-01,  2.690611525668212E+03,  8.066250428032033E+08, -4.114565077009566E-01,
2454000.500000000, A.D. 2006-Sep-22 00:00:00.0000, -4.661233754150479E+08, -6.581356187085687E+08,  1.316270659023413E+07,  1.050881605282800E+01, -6.944192996081697E+00, -2.063883407833185E-01,  2.690493234492537E+03,  8.065895800008880E+08, -4.102466652558310E-01,
2454001.500000000, A.D. 2006-Sep-23 00:00:00.0000, -4.652149120851320E+08, -6.587348927981316E+08,  1.314486580913177E+07,  1.051915857770526E+01, -6.928120367938047E+00, -2.066187337953247E-01,  2.690374564785895E+03,  8.065540037178435E+08, -4.123602127902126E-01,
2454002.500000000, A.D. 2006-Sep-24 00:00:00.0000, -4.643056098922825E+08, -6.593329309050771E+08,  1.312699915631351E+07,  1.053038415326839E+01, -6.914627863343703E+00, -2.069209631420410E-01,  2.690255807126782E+03,  8.065184010673120E+08, -4.128744394361168E-01,
2454003.500000000, A.D. 2006-Sep-25 00:00:00.0000, -4.633953796751289E+08, -6.599296517719277E+08,  1.310911123439419E+07,  1.053929978890979E+01, -6.899407618814807E+00, -2.071972341670585E-01,  2.690136569371736E+03,  8.064826544876401E+08, -4.134686959595161E-01,
2454004.500000000, A.D. 2006-Sep-26 00:00:00.0000, -4.624842698828106E+08, -6.605251660687767E+08,  1.309119696138206E+07,  1.055112336155311E+01, -6.884299487359813E+00, -2.074374047291796E-01,  2.690017246954036E+03,  8.064468825267434E+08, -4.156394343395231E-01,
2454005.500000000, A.D. 2006-Sep-27 00:00:00.0000, -4.615723357380660E+08, -6.611192867100368E+08,  1.307326239959672E+07,  1.055872008287476E+01, -6.869807389509638E+00, -2.077565371261185E-01,  2.689897435043534E+03,  8.064109638195963E+08, -4.148839743068118E-01,
2454006.500000000, A.D. 2006-Sep-28 00:00:00.0000, -4.606595954311807E+08, -6.617122292429798E+08,  1.305530005361679E+07,  1.056882328504936E+01, -6.855066775833586E+00, -2.080266625877631E-01,  2.689777756893553E+03,  8.063750852128448E+08, -4.157670511842445E-01,
2454007.500000000, A.D. 2006-Sep-29 00:00:00.0000, -4.597460860791547E+08, -6.623039836972669E+08,  1.303730935990527E+07,  1.057858642918525E+01, -6.843305175592772E+00, -2.084183797626293E-01,  2.689658256234997E+03,  8.063392598166835E+08, -4.140101557077993E-01,
2454008.500000000, A.D. 2006-Sep-30 00:00:00.0000, -4.588315725031600E+08, -6.628945660392635E+08,  1.301929266378742E+07,  1.058942556677185E+01, -6.827453765406855E+00, -2.086484529881090E-01,  2.689538530594844E+03,  8.063033669727366E+08, -4.162170874566484E-01,
2454009.500000000, A.D. 2006-Oct-01 00:00:00.0000, -4.579162147144171E+08, -6.634839097289234E+08,  1.300125031010512E+07,  1.060046865889546E+01, -6.814289126670316E+00, -2.089648032226399E-01,  2.689418703262078E+03,  8.062674436421108E+08, -4.163284739491581E-01,
2454010.500000000, A.D. 2006-Oct-02 00:00:00.0000, -4.569998995209892E+08, -6.640719548732688E+08,  1.298318652107626E+07,  1.060980589403196E+01, -6.798734899862995E+00, -2.092217437076109E-01,  2.689298396413160E+03,  8.062313765561597E+08, -4.174327948548236E-01,
2454011.500000000, A.D. 2006-Oct-03 00:00:00.0000, -4.560827030556763E+08, -6.646587848480663E+08,  1.296509676288280E+07,  1.062186418890608E+01, -6.783968087504138E+00, -2.094708735469744E-01,  2.689177984108605E+03,  8.061952778554035E+08, -4.194273579994872E-01,
2454012.500000000, A.D. 2006-Oct-04 00:00:00.0000, -4.551646331842015E+08, -6.652442007778289E+08,  1.294698811063093E+07,  1.062965527187625E+01, -6.768664056898154E+00, -2.097590626697015E-01,  2.689056935294221E+03,  8.061589883338013E+08, -4.194512308578342E-01,
2454013.500000000, A.D. 2006-Oct-05 00:00:00.0000, -4.542457626776683E+08, -6.658284045025455E+08,  1.292885275388753E+07,  1.064000324036934E+01, -6.753730932605021E+00, -2.100186647367894E-01,  2.688935942023232E+03,  8.061227154636903E+08, -4.206131267687416E-01,
2454014.500000000, A.D. 2006-Oct-06 00:00:00.0000, -4.533261208599327E+08, -6.664113640959916E+08,  1.291069113188121E+07,  1.064919308868650E+01, -6.741372345388909E+00, -2.103970985998229E-01,  2.688814971640988E+03,  8.060864494554523E+08, -4.189955367644119E-01,
2454015.500000000, A.D. 2006-Oct-07 00:00:00.0000, -4.524054968597682E+08, -6.669931423777442E+08,  1.289250348695531E+07,  1.066030397802477E+01, -6.725246197153849E+00, -2.106141356694686E-01,  2.688693802578533E+03,  8.060501238843851E+08, -4.215648096322313E-01,
